"இறைவன்,DIVINE_BEING"
"மாலையொடு,WITH_GARLAND"
"விளங்க,SHINE"
"கடும்பரி,FAST_HORSE"
"நெடுந்தேர்,LONG_CHARIOT"
"பூட்டுவிட்டு,UNYOKE"
"அசைஇ,REST"
"ஊரீர்போல,LIKE_VILLAGERS"
"சுரத்திடை,JUNGLE"
"இருந்தனிர்,SAT"
"யாரீரோ,WHO_ARE_YOU"
"என,SAY"
"வனவல்ஆனாக்,ASKING_CEASELESS"
"காரென்ஒக்கல்,DARK_MY_KIN"
"கடும்பசி,SEVERE_HUNGER"
"இரவல,BEGGAR"
"வென்வேல்,VICTORIOUS_SPEAR"
"அண்ணல்,LORD"
"காணா,NOT_SEEING"
"ஊங்கே,BEFORE"
"நின்னினும்,THAN_YOU"
"புல்லியேம்,POOR"
"மன்னே,INDEED"
"இனியே,NOW"
"இன்னேம்,SUCH"
"ஆயினேம்,BECAME"
"மன்னே,INDEED"
"என்றும்,EVER"
"உடாஅ,NOT_WEARING"
"போரா,NOT_FIGHTING"
"ஆகுதல்,BEING"
"அறிந்தும்,KNOWING"
"படாஅம்,NOT_FLYING"
"மஞ்ஞைக்கு,TO_PEACOCK"
"ஈத்த,GAVE"
"எம்கோ,OUR_KING"
"கடாஅ,MUSTH"
"யானை,ELEPHANT"
"கலிமான்,WAR_HORSE"
"பேகன்,PEGAN"
"எத்துணை,WHATEVER"
"ஆயினும்,EVEN_IF"
"ஈதல்,GIVING"
"நன்று,GOOD"
"என,SAY"
"மறுமை,NEXT_WORLD"
"நோக்கின்றோ,LOOKS"
"அன்றே,NOT"
"பிறர்,OTHERS"
"வறுமை,POVERTY"
"நோக்கின்று,LOOKS"
"அவன்கைவண்மையே,HIS_HAND_GENEROSITY"
"கொடைமடமும்,GENEROSITY_FOOLISHNESS"
"படைமடமும்,WEAPON_FOOLISHNESS"
"அறுகுளத்து,NEAR_TANK"
"உகுத்தும்,POURED"
"அகல்வயல்,WIDE_FIELD"
"பொழிந்தும்,RAINED"
"உறுமிடத்து,SUITABLE_PLACE"
"உதவாது,NOT_HELPING"
"உவர்நிலம்,SALINE_LAND"
"ஊட்டியும்,FEED"
"வரையா,UNLIMITED"
"மரபின்,NATURE"
"மாரிபோல,LIKE_RAIN"
"கடாஅ,MUSTH"
"யானை,ELEPHANT"
"கழற்கால்,ANKLET_LEG"
"பேகன்,PEGAN"
"கொடைமடம்,GENEROSITY_FOOLISHNESS"
"படுதல்,HAPPEN"
"அல்லது,EXCEPT"
"படைமடம்,WEAPON_FOOLISHNESS"
"படான்,NOT_HAPPEN"
"பிறர்படை,OTHERS_WEAPONS"
"மயக்குறினே,IF_CONFUSE"
"யார்கொல்அளியள்,WHO_PITIFUL_SHE"
"வையாவிக்,VAIYAVIK"
"கோப்பெரும்பேகன்,KOPERUMPEGAN"
"பெருந்திணை,PERUNTHINAI"
"குறுங்கலி,KURUNKALI"
"தாபதநிலையும்,ASCETIC_STATE"
"துறக்கப்பட்ட,ABANDONED"
"கண்ணகி,KANNAGI"
"காரணமாக,BECAUSE"
"மலைவான்,MOUNTAIN_SKY"
"கொள்க,TAKE"
"என,SAY"
"உயர்பலி,HIGH_OFFERING"
"தூஉய்,POUR"
"மாரி,RAIN"
"ஆன்று,SUFFICIENT"
"மழை,RAIN"
"மேக்கு,HIGH"
"உயர்க,RISE"
"என,SAY"
"கடவுட்,GOD"
"பேணிய,WORSHIPED"
"குறவர்,HUNTERS"
"மாக்கள்,PEOPLE"
"பெயல்கண்,RAIN_EYE"
"மாறிய,CHANGED"
"உவகையர்,JOYFUL"
"சாரல்,SLOPE"
"புனைத்தினை,CULTIVATED_MILLET"
"அயிலும்,GUARD"
"நாட,COUNTRY"
"சினப்போர்க்,ANGRY_WAR"
"கைவளீகை,HAND_GENEROSITY"
"கடுமான்,FAST_HORSE"
"பேகன்,PEGAN"
"யார்கொல்அளியள்,WHO_PITIFUL_SHE"
"தானே,SHE"
"நெருநல்,YESTERDAY"
"சுரன்,JUNGLE"
"உழந்து,SUFFER"
"வருந்திய,SUFFERED"
"ஒக்கல்,KIN"
"பசித்தென,HUNGRY"
"குணில்பாய்,LOOM_JUMP"
"முரசின்,DRUM"
"இரங்கும்,RESOUND"
"அருவி,WATERFALL"
"நளிஇருஞ்சிலம்பின்,DEEP_DARK_HILL"
"சீறூர்,SMALL_VILLAGE"
"ஆங்கண்,THERE"
"வாயில்,DOOR"
"தோன்றி,APPEARING"
"வாழ்த்தி,PRAISING"
"நின்று,STANDING"
"நின்னும்,YOU"
"நின்மலையும்,YOUR_MOUNTAIN"
"பாட,SING"
"இன்னாது,PAINFULLY"
"இகுத்த,SHED"
"கண்ணீர்,TEARS"
"நிறுத்தல்,STOPPING"
"செல்லாள்,UNABLE"
"முலையகம்,CHEST"
"நனைப்ப,WET"
"விம்மి,SOB"
"குழல்,FLUTE"
"இனைவதுபோல்,PAIN_LIKE"
"அழுதனள்,SHED_TEARS"
"பெரிதே,GREATLY"
"அருளாயாகலோ,NOT_GRACE"
"கொடிதே,CRUEL"
"இருள்வர,DARKNESS_COME"
"சீறியாழ்,SMALL_YAAZH"
"செவ்வழி,SEVVAZHIRAGA"
"பண்ணி,TUNING"
"யாழ,YAAZH"
"நின்,YOUR"
"கார்எதிர்,RAIN_CLOUD_OPPOSITE"
"கானம்,JUNGLE"
"பாடினேமாக,SANG"
"நீல்நறு,BLUE_FRAGRANT"
"நெய்தலிற்,NEYDAL"
"பொலிந்த,SHONE"
"உண்கண்,PAINTED_EYE"
"கலுழ்ந்து,CRY"
"வாரரி,FLOWING"
"ப்பனி,DEW"
"பூண்அகம்,ORNAMENT_CHEST"
"நனைப்ப,WET"
"இனைதல்ஆனாளாக,GRIEVING"
"இளையோய்,YOUNG_ONE"
"கிளையை,RELATIVE"
"மன்,INDEED"
"எம்கேள்வெய்யோற்கு,OUR_HOT_HEARTED_LORD"
"என,SAY"
"யாம்,WE"
"தன்தொழுதனம்,HER_WORSHIPED"
"வினவ,ASK"
"காந்தள்,KANTHAL"
"முகைபுரை,BUD_LIKE"
"விரலின்,FINGER"
"கண்ணீர்,TEARS"
"துடையா,WIPE"
"யாம்,WE"
"அவன்கிளைஞரேம்,HIS_RELATIVES_NOT"
"அல்லேம்,NOT"
"கேள்,HEAR"
"இனி,NOW"
"எம்போல்,LIKE_US"
"ஒருத்தி,ONE_WOMAN"
"நலன்நயந்து,GOODNESS_DESIRE"
"என்றும்,EVER"
"வரூஉம்என்ப,WILL_COME_SAY"
"வயங்குபுகழ்ப்,SHINING_FAME"
"பேகன்,PEGAN"
"ஒல்லென,QUICKLY"
"ஒலிக்கும்,SOUND"
"தேரொடு,WITH_CHARIOT"
"முல்லைவேலி,MULLAI_FENCE"
"நல்லூரானே,GOOD_VILLAGE_ONE"
"அவள்இடர்,HER_DISTRESS"
"களைவாய,REMOVE"
"மடத்தகை,SIMPLE_NATURE"
"மாமயில்,GREAT_PEACOCK"
"பனிக்கும்,SHIVER"
"என்று,SAY"
"அருளிப,GRACE"
"படாஅம்,NOT_FLYING"
"ஈத்த,GAVE"
"கெடாநல்லிசை,IMPERISHABLE_GOOD_FAME"
"கடாஅ,MUSTH"
"யானை,ELEPHANT"
"கலிமான்,WAR_HORSE"
"பேக,PEGA"
"பசித்தும்,HUNGRY"
"வாரோம்,NOT_COME"
"பாரமும்,BURDEN"
"இலமே,NOT"
"களங்கனியன்ன,FIELD_FRUIT_LIKE"
"கருங்கோட்டுச்,BLACK_BRANCH"
"சீறியாழ்,SMALL_YAAZH"
"நயம்புரிந்து,LOVE_DO"
"உறையுநர்,LIVERS"
"நடுங்க,FEAR"
"பண்ணி,MAKE"
"அறம்செய்தீமோ,RIGHTEOUSNESS_DID_YOU"
"அருள்வெய்யோய்,MERCIFUL_HOT_ONE"
"என,SAY"
"இதுயாம்,THIS_WE"
"இரந்த,ASKED"
"பரிசில்,GIFT"
"அது,THAT"
"இருளின்,IF_DARK"
"இனமணி,GROUP_GEM"
"நெடுந்தேர்,LONG_CHARIOT"
"ஏறி,CLIMB"
"இன்னாதுறைவி,PAINFUL_LIVING"
"அரும்படர்,DIFFICULT_SUFFERING"
"களைமே,REMOVE"
"தேர்பூண்கமாவே,CHARIOT_WEAR_HORSE"
"அரிசில்கிழார்,ARICHILKIZHAR"
"அன்ன,SUCH"
"வாக,BE"
"நின்,YOUR"
"அருங்கலவெறுக்கை,JEWEL"
"அவை,THEY"
"பெறல்,GETTING"
"வேண்டேם,NOT_WANT"
"அடுபோர்ப்,FIERCE_WAR"
"பேக,PEGA"
"சீறியாழ்,SMALL_YAAZH"
"செவ்வழி,SEVVAZHIRAGA"
"பண்ணி,TUNE"
"நின்வன்புல,YOUR_DRY_LAND"
"நன்னாடு,GOOD_COUNTRY"
"பாட,SING"
"என்னை,ME"
"நயந்து,LOVE"
"பரிசில்,GIFT"
"நல்குவையாயின்,IF_YOU_GIVE"
"குரிசில்,LORD"
"நீ,YOU"
"நல்காமையின்,NOT_GIVING"
"நைவர,SUFFER"
"சாஅய்,DIE"
"அருந்துயர்,DIFFICULT_SORROW"
"உழக்கும்,SUFFER"
"நின்திருந்திழை,YOUR_PERFECT_JEWEL"
"அரிவை,WOMAN"
"கலிமயில்,WAR_PEACOCK"
"கலாவம்,PLUMAGE"
"கால்,LEG"
"குவித்தன்ன,FOLDED_LIKE"
"ஒலிமென்,SOUND_SOFT"
"கூந்தல்,HAIR"
"கமழ்புகை,FRAGRANT_SMOKE"
"கொளீஇ,TAKING"
"தண்கமழ்,COOL_FRAGRANT"
"கோதை,GARLAND"
"புனைய,ADORN"
"வண்பரி,GOOD_HORSE"
"நெடுந்தேர்,LONG_CHARIOT"
"பூண்க,WEAR"
"நின்மாவே,YOUR_HORSE"
"எம்பரிசில்,OUR_GIFT"
"பெருங்குன்றூர்,PERUNKUNRUR"
"கிழார்,POET"
"கல்முழை,STONE_CAVE"
"அருவிப்,WATERFALL"
"பன்மலை,MANY_MOUNTAINS"
"நீந்தி,SWIM"
"சீறியாழ்,SMALL_YAAZH"
"செவ்வழி,SEVVAZHIRAGA"
"பண்ணி,TUNE"
"வந்ததை,WHAT_CAME"
"கார்வான்,RAIN_CLOUD"
"இன்னுறை,SWEET_SOUND"
"தமியள்,ALONE"
"கேளா,HEARING"
"நெருநல்,YESTERDAY"
"ஒருசிறை,ONE_SIDE"
"புலம்புகொண்டு,ALONE"
"உறையும்,LIVE"
"அரிமதர்,LION_ANGER"
"மழைக்கண்,CLOUD_EYE"
"அம்மா,BEAUTIFUL_GREAT"
"அரிவை,WOMAN"
"நெய்யொடு,WITH_GHEE"
"துறந்த,LEFT"
"மையிருங்,DARK_GREAT"
"கூந்தல்,HAIR"
"மண்ணூறுமணியின்,SOIL_GEM"
"மாசற,FLAWLESS"
"மண்ணி,SOIL"
"புதுமலர்,NEW_FLOWER"
"கஞல,APPEAR"
"இன்று,TODAY"
"பெயரின்,IF_GO"
"அதுமன்,THAT"
"எம்பரிசில்,OUR_GIFT"
"ஆவியர்கோவே,AVIYAR_KING"
"என்சிறுசெந்நா,MY_SMALL_RED_TONGUE"
"வன்பரணர்,VANPARANAR"
"கண்டீரக்கோப்,KANDEERAKKO"
"பெருநள்ளி,PERUNALLI"
"கறங்குமிசை,SOUNDING_TOP"
"அருவிய,WATERFALL"
"பிறங்குமலை,HIGH_MOUNTAIN"
"நள்ளி,NALLI"
"நின்,YOUR"
"அசைவுஇல்,STEADY"
"நோந்தாள்,LEG"
"நசைவளன்,DESIRE_WEALTH"
"ஏத்தி,PRAISING"
"நாடொறும்,EVERY_DAY"
"நன்கலம்,GOOD_VESSEL"
"கனிற்றொடு,WITH_FRUIT"
"கொணர்ந்து,BRING"
"கூடிவிளங்கு,JOIN_SHINE"
"வியன்நகர்ப்,WIDE_PALACE"
"பரிசில்,GIFT"
"முற்று,COMPLETE"
"அளிப்ப,GIVE"
"பீடில்,MAJESTY_NOT"
"மன்னர்ப்,KINGS"
"புகழ்ச்சி,PRAISE"
"வேண்டி,WANTING"
"செய்யாகூறி,NOT_DOING_SAY"
"கிளத்தல்,SPEAKING"
"எய்யாதாகின்று,NOT_POSSIBLE"
"எம்சிறுசெந்நாவே,OUR_SMALL_RED_TONGUE"
"வண்மையான்,GENEROSITY"
"மறந்தனர்,FORGOT"
"நள்ளி,NALLI"
"வாழியோ,LONG_LIVE"
"நள்ளி,NALLI"
"நள்ளென்,SLOW"
"மாலை,EVENING"
"மருதம்,MARUTHAM"
"பண்ணி,TUNING"
"காலை,MORNING"
"கைவழி,HAND_PATH"
"மருங்கிற்,SIDE"
"செவ்வழி,SEVVAZHIRAGA"
"பண்ணி,TUNE"
"வரவு,COMING"
"எமர்,OUR_PEOPLE"
"மறந்தனர்,FORGOT"
"அது,THAT"
"நீ,YOU"
"புரவுக்கடன்,PROSPERITY_DUTY"
"பூண்ட,TOOK"
"வண்மையானே,GENEROSITY"
"நளிமலை,DENSE_MOUNTAIN"
"நாடன்,LORD"
"தோட்டி,THOTTI"
"மலைக்கு,TO_MOUNTAIN"
"உரியவன்,OWNER"
"இவன்,THIS"
"என்பதும்,SAYING"
"வேட்டுவக்குடியினன்,HUNTER_CLAN"
"என்பதும்,SAYING"
"கூதிர்ப்,WINTER"
"பருந்தின்,EAGLE"
"இருஞ்சிறகு,GREAT_WING"
"அன்ன,LIKE"
"பாறிய,SPREAD"
"சிதாரேன்,RAGGED_CLOTH"
"பலவுமுதல்,MANY_TREES"
"பொருந்தி,JOIN"
"தன்னும்,HIMSELF"
"உள்ளேன்,NOT"
"பிறிதுபுலம்,OTHER_LAND"
"படர்ந்த,SPREAD"
"என்,MY"
"உயங்குபடர்,SUFFERING"
"வருத்தமும்,PAIN"
"உலைவும்,WEAKNESS"
"நோக்கி,SEEING"
"மான்கணம்,DEER_HERD"
"தொலைச்சிய,DESTROYED"
"குருதியங்,BLOOD"
"கழற்கால்,ANKLET_LEG"
"வான்கதிர்த்,SKY_RAY"
"திருமணி,SACRED_GEM"
"விளங்கும்,SHINE"
"சென்னி,HEAD"
"செல்வத்தோன்றல்,WEALTHY_LORD"
"ஓர்,ONE"
"வல்வில்,STRONG_BOW"
"வேட்டுவன்,HUNTER"
"தொழுதனென்,I_WORSHIPED"
"எழுவேற்,RISING_SPEAR"
"கைகவித்து,FOLD_HAND"
"இரீஇ,PLACE"
"இழுதின்,GHEE"
"அன்ன,LIKE"
"வால்நிணக்,WHITE_FAT"
"கொழுங்குறை,FAT_PIECE"
"கான்அதர்,JUNGLE_PATH"
"மயங்கிய,CONFUSED"
"இளையர்,YOUTHS"
"வல்லே,QUICKLY"
"தாம்,THEY"
"வந்து,COME"
"எய்தா,NOT_REACH"
"அளவை,TIME"
"ஒய்யென,QUICKLY"
"தான்,HE"
"ஞெலிதீயின்,BURNING_FIRE"
"விரைவனன்,QUICK"
"சுட்டு,BURN"
"நின்,YOUR"
"இரும்பேரொக்கலொடு,GREAT_KIN"
"தின்ம்,EAT"
"என,SAY"
"தருதலின்,GIVING"
"அமிழ்தின்,NECTAR"
"மிசைந்து,EAT"
"காய்பசி,HOT_HUNGER"
"நீங்கி,REMOVE"
"நல்மரன்,GOOD_TREE"
"நளிய,DENSE"
"நறுந்தண்சாரல்,SWEET_COOL_SLOPE"
"கல்மிசை,STONE_TOP"
"அருவி,WATERFALL"
"தண்ணென,COOL"
"பருகி,DRINK"
"விடுத்தல்,LEAVING"
"தொடங்கினேன்ஆக,I_STARTED"
"வல்லே,QUICKLY"
"பெறுதற்கரிய,DIFFICULT_TO_GET"
"வீறுசால்,EXCELLENT"
"நன்கலம்,GOOD_VESSEL"
"பிறிதொன்று,OTHER_THING"
"இல்லை,NO"
"காட்டுநாட்டோம்,WE_WILL_SHOW_LAND"
"என,SAY"
"மார்பிற்,CHEST"
"பூண்ட,TOOK"
"வயங்குகாழ்,SHINING_BEAD"
"ஆரம்,GARLAND"
"மடைசெறி,LOCK_TIGHT"
"முன்கை,FOREARM"
"கடகமொடு,WITH_BRACELET"
"ஈத்தனன்,GAVE"
"எந்நாடோ,WHICH_COUNTRY"
"என,SAY"
"நாடும்,COUNTRY"
"சொல்லான்,NOT_SAY"
"யாரீரோ,WHO_ARE_YOU"
"என,SAY"
"பேரும்,NAME"
"சொல்லான்,NOT_SAY"
"பிறர்பிறர்,OTHERS"
"கூற,SAY"
"வழிக்கேட்டிசினே,HEARD"
"இரும்புபுனைந்து,IRON_ADORN"
"இயற்றாப்,MADE"
"பெரும்பெயர்த்தோட்டி,GREAT_NAME_THOTTI"
"அம்மலை,THAT_MOUNTAIN"
"காக்கும்,PROTECT"
"அணிநெடுங்குன்றின்,BEAUTIFUL_LONG_HILL"
"பளிங்கு,CRYSTAL"
"வகுத்தன்ன,ARRANGED_LIKE"
"தீநீர்,SWEET_WATER"
"நளிமலை,DENSE_MOUNTAIN"
"நாடன்,LORD"
"நள்ளிஅவன்எனவே,NALLI_HE_SAYING"
"அடைத்த,CLOSED"
"கதவினை,DOOR"
"பெருந்தலைச்சாத்தனார்,PERUNTHALAISATHANAR"
"இளவிச்சிக்கோ,ILAVICHIKKO"
"இளங்கண்டீரக்கோவும்,ILANKANDEERAKKOVUM"
"இளவிச்சிக்கோவும்,ILAVICHIKKOVUM"
"ஒருங்கு,TOGETHER"
"இருந்தன,SAT"
"அவண்,THERE"
"சென்ற,GONE"
"புலவர்,POET"
"இளங்கண்டீரக்கோவை,ILANKANDEERAKKOVAI"
"புல்லி,EMBRACE"
"இளவிச்சிக்கோவை,ILAVICHIKKOVAI"
"புல்லராயினர்,NOT_EMBRACE"
"என்னை,WHY"
"என்செயப்,WHAT_TO_DO"
"புல்லீராயினர்,NOT_EMBRACE"
"என,SAY"
"அவன்,HE"
"கேட்க,ASK"
"புலவர்,POET"
"பாடிய,SANG"
"இருவரது,TWO_PERSONS"
"குடியியல்புகளையும்,FAMILY_NATURE"
"கூறிப,SAYING"
"பாடுதலால்,BY_SINGING"
"இயன்மொழி,GOOD_SPEECH"
"ஆயிற்று,BECAME"
"பண்டும்,ANCIENT"
"பண்டும்,ANCIENT"
"பாடுநர்,SINGERS"
"உவப்ப,REJOICE"
"விண்தோய்,SKY_TOUCH"
"சிமைய,PEAK"
"விறல்வரைக்,VICTORY_MOUNTAIN"
"கவாஅன்,CAVE"
"கிழவன்,LORD"
"சேட்புலம்,DISTANT_LAND"
"படரின்,IF_GO"
"இழை,JEWEL"
"அணிந்து,ADORN"
"புன்தலை,SMALL_HEAD"
"மடப்பிடி,YOUNG_FEMALE_ELEPHANT"
"பரிசிலாக,GIFT"
"பெண்டிரும்,WOMEN"
"தம்பதம்,THEIR_PLACE"
"கொடுக்கும்,GIVE"
"வண்புகழ்,GOOD_FAME"
"கண்டீரக்கோன்,KANDEERAKKON"
"ஆகலின்,BECAUSE"
"நன்றும்,GOOD"
"முயங்கல்,EMBRACE"
"ஆன்றிசின்,ABLE"
"யானே,I"
"பொலந்தேர்,GOLDEN_CHARIOT"
"நன்னன்,NANNAN"
"மருகன்,OFFSPRING"
